Dataset,original_vertices,original_edges,vertices_removed,edges_removed,oct,bipartite,final_vertices,final_edges
gka_12-er-2,50,1212,0,0,36,0,14,84
gka_12-er-3,50,1211,0,0,32,0,18,144
gka_12-er-4,50,1205,0,0,40,0,10,40
gka_12-er-5,50,1214,0,0,36,0,14,84
gka_12-er-6,50,1204,4,0,46,0,0,0
gka_12-er-7,50,1211,0,0,34,0,16,112
gka_12-er-8,50,1209,0,0,28,0,22,220
gka_12-er-9,50,1212,0,0,32,0,18,144
gka_12-to-0,50,1210,0,0,34,0,16,112
gka_12-to-1,50,1208,0,0,30,0,20,180
gka_12-to-10,50,1206,0,0,32,0,18,144
gka_12-to-11,50,1202,0,0,36,0,14,84
gka_12-to-12,50,1207,0,0,30,0,20,180
gka_12-to-13,50,1206,0,0,31,0,19,160
gka_12-to-14,50,1201,0,0,43,1,7,16
gka_12-to-2,50,1210,0,0,36,0,14,84
gka_12-to-3,50,1209,0,0,32,0,18,144
gka_12-to-4,50,1199,0,0,40,0,10,36
gka_12-to-5,50,1208,0,0,34,0,16,108
gka_12-to-6,50,1202,4,0,46,0,0,0
gka_12-to-7,50,1208,0,0,37,0,13,70
gka_12-to-8,50,1207,0,0,26,0,24,264
gka_12-to-9,50,1209,0,0,33,0,17,126
gka_13-ba-0,60,900,0,0,5,0,55,644
gka_13-ba-1,60,900,1,0,8,0,51,514
gka_13-ba-10,60,900,0,0,5,0,55,634
gka_13-ba-11,60,900,0,0,6,0,54,586
gka_13-ba-12,60,900,0,0,5,0,55,641
gka_13-ba-13,60,900,0,0,4,0,56,691
gka_13-ba-14,60,900,0,0,7,0,53,546
gka_13-ba-2,60,900,0,0,6,0,54,591
gka_13-ba-3,60,900,1,0,8,0,51,513
gka_13-ba-4,60,900,0,0,2,0,58,791
gka_13-ba-5,60,900,0,0,7,0,53,539
gka_13-ba-6,60,900,0,0,8,0,52,495
gka_13-ba-7,60,900,0,0,4,0,56,688
gka_13-ba-8,60,900,0,0,4,0,56,691
gka_13-ba-9,60,900,0,0,4,0,56,683
gka_13-cl-0,60,1719,4,0,56,0,0,0
gka_13-cl-1,60,1720,5,0,55,0,0,0
gka_13-cl-10,60,1721,0,0,52,0,8,19
gka_13-cl-11,60,1729,0,0,52,0,8,21
gka_13-cl-12,60,1722,0,0,27,0,33,491
gka_13-cl-13,60,1724,4,0,56,0,0,0
gka_13-cl-14,60,1724,0,0,40,0,20,170
gka_13-cl-2,60,1717,5,0,55,0,0,0
gka_13-cl-3,60,1721,4,0,56,0,0,0
gka_13-cl-4,60,1730,4,0,56,0,0,0
gka_13-cl-5,60,1725,0,0,53,1,7,16
gka_13-cl-6,60,1714,0,0,38,0,22,204
gka_13-cl-7,60,1718,0,0,51,0,9,25
gka_13-cl-8,60,1717,6,0,54,0,0,0
gka_13-cl-9,60,1710,0,0,29,0,31,424
gka_13-er-0,60,1753,0,0,44,0,16,112
gka_13-er-1,60,1755,0,0,44,0,16,112
gka_13-er-10,60,1749,0,0,38,0,22,220
gka_13-er-11,60,1742,4,0,56,0,0,0
gka_13-er-12,60,1752,0,0,36,0,24,264
gka_13-er-13,60,1753,0,0,44,0,16,112
gka_13-er-14,60,1748,4,0,56,0,0,0
gka_13-er-2,60,1755,0,0,38,0,22,220
gka_13-er-3,60,1752,0,0,42,0,18,144
gka_13-er-4,60,1749,0,0,38,0,22,220
gka_13-er-5,60,1758,0,0,40,0,20,180
gka_13-er-6,60,1747,4,0,56,0,0,0
gka_13-er-7,60,1756,0,0,40,0,20,180
gka_13-er-8,60,1750,0,0,36,0,24,264
gka_13-er-9,60,1753,0,0,40,0,20,180
gka_13-to-0,60,1751,0,0,44,0,16,112
gka_13-to-1,60,1753,0,0,42,0,18,144
gka_13-to-10,60,1747,0,0,38,0,22,220
gka_13-to-11,60,1740,4,0,56,0,0,0
gka_13-to-12,60,1750,0,0,34,0,26,312
gka_13-to-13,60,1750,0,0,41,0,19,160
gka_13-to-14,60,1745,0,0,53,1,7,16
gka_13-to-2,60,1753,0,0,36,0,24,264
gka_13-to-3,60,1750,0,0,40,0,20,180
gka_13-to-4,60,1743,0,0,38,0,22,216
gka_13-to-5,60,1752,0,0,38,0,22,216
gka_13-to-6,60,1745,4,0,56,0,0,0
gka_13-to-7,60,1753,0,0,41,0,19,160
gka_13-to-8,60,1748,4,0,56,0,0,0
gka_13-to-9,60,1750,0,0,41,0,19,160
gka_14-ba-0,70,1225,0,0,6,0,64,859
gka_14-ba-1,70,1225,0,0,2,0,68,1096
gka_14-ba-10,70,1225,0,0,5,0,65,919
gka_14-ba-11,70,1225,0,0,4,0,66,971
gka_14-ba-12,70,1225,0,0,8,0,62,748
gka_14-ba-13,70,1225,0,0,4,0,66,968
gka_14-ba-14,70,1225,0,0,6,0,64,853
gka_14-ba-2,70,1225,0,0,5,0,65,917
gka_14-ba-3,70,1225,0,0,6,0,64,858
gka_14-ba-4,70,1225,0,0,4,0,66,969
gka_14-ba-5,70,1225,0,0,6,0,64,867
gka_14-ba-6,70,1225,0,0,5,0,65,916
gka_14-ba-7,70,1225,0,0,5,0,65,911
gka_14-ba-8,70,1225,0,0,5,0,65,918
gka_14-ba-9,70,1225,0,0,6,0,64,861
gka_14-cl-0,70,2346,0,0,34,0,36,586
gka_14-cl-1,70,2354,0,0,41,0,29,370
gka_14-cl-10,70,2363,0,0,63,1,7,16
gka_14-cl-11,70,2360,0,0,63,1,7,16
gka_14-cl-12,70,2356,0,0,39,0,31,426
gka_14-cl-13,70,2355,0,0,37,0,33,491
gka_14-cl-14,70,2360,0,0,57,0,13,65
gka_14-cl-2,70,2345,0,0,53,0,17,113
gka_14-cl-3,70,2356,5,0,65,0,0,0
gka_14-cl-4,70,2350,5,0,65,0,0,0
gka_14-cl-5,70,2359,0,0,39,0,31,429
gka_14-cl-6,70,2343,0,0,45,0,25,267
gka_14-cl-7,70,2356,0,0,44,0,26,299
gka_14-cl-8,70,2357,4,0,66,0,0,0
gka_14-cl-9,70,2354,0,0,38,0,32,458
gka_14-er-0,70,2390,0,0,50,0,20,180
gka_14-er-1,70,2389,4,0,66,0,0,0
gka_14-er-10,70,2385,0,0,38,0,32,480
gka_14-er-11,70,2380,5,0,65,0,0,0
gka_14-er-12,70,2386,4,0,66,0,0,0
gka_14-er-13,70,2390,4,0,66,0,0,0
gka_14-er-14,70,2388,4,0,66,0,0,0
gka_14-er-2,70,2390,4,0,66,0,0,0
gka_14-er-3,70,2393,0,0,46,0,24,264
gka_14-er-4,70,2389,0,0,42,0,28,364
gka_14-er-5,70,2388,4,0,66,0,0,0
gka_14-er-6,70,2383,4,0,66,0,0,0
gka_14-er-7,70,2393,0,0,52,0,18,144
gka_14-er-8,70,2386,4,0,66,0,0,0
gka_14-er-9,70,2395,0,0,54,0,16,112
gka_14-to-0,70,2388,0,0,50,0,20,180
gka_14-to-1,70,2387,4,0,66,0,0,0
gka_14-to-10,70,2383,0,0,36,0,34,544
gka_14-to-11,70,2378,5,0,65,0,0,0
gka_14-to-12,70,2384,4,0,66,0,0,0
gka_14-to-13,70,2387,0,0,63,1,7,16
gka_14-to-14,70,2385,0,0,63,1,7,16
gka_14-to-2,70,2388,0,0,52,0,18,144
gka_14-to-3,70,2391,0,0,44,0,26,312
gka_14-to-4,70,2383,0,0,40,0,30,416
gka_14-to-5,70,2382,0,0,62,2,8,18
gka_14-to-6,70,2381,4,0,66,0,0,0
gka_14-to-7,70,2390,0,0,51,0,19,160
gka_14-to-8,70,2384,4,0,66,0,0,0
gka_14-to-9,70,2392,0,0,53,0,17,126
gka_15-ba-0,80,1600,0,0,4,0,76,1309
gka_15-ba-1,80,1600,0,0,4,0,76,1310
gka_15-ba-10,80,1600,1,0,6,0,73,1194
gka_15-ba-11,80,1600,0,0,6,0,74,1171
gka_15-ba-12,80,1600,0,0,4,0,76,1313
gka_15-ba-13,80,1600,0,0,4,0,76,1308
gka_15-ba-14,80,1600,0,0,4,0,76,1302
gka_15-ba-2,80,1600,0,0,7,0,73,1110
gka_15-ba-3,80,1600,0,0,5,0,75,1244
gka_15-ba-4,80,1600,0,0,4,0,76,1310
gka_15-ba-5,80,1600,0,0,4,0,76,1309
gka_15-ba-6,80,1600,0,0,6,0,74,1177
gka_15-ba-7,80,1600,0,0,3,0,77,1382
gka_15-ba-8,80,1600,0,0,6,0,74,1171
gka_15-ba-9,80,1600,0,0,7,0,73,1118
gka_15-cl-0,80,3084,0,0,48,0,32,452
gka_15-cl-1,80,3085,0,0,73,1,7,16
gka_15-cl-10,80,3091,0,0,45,0,35,552
gka_15-cl-11,80,3082,5,0,75,0,0,0
gka_15-cl-12,80,3092,5,0,75,0,0,0
gka_15-cl-13,80,3088,4,0,76,0,0,0
gka_15-cl-14,80,3093,4,0,76,0,0,0
gka_15-cl-2,80,3086,0,0,50,0,30,393
gka_15-cl-3,80,3083,4,0,76,0,0,0
gka_15-cl-4,80,3094,0,0,57,0,23,226
gka_15-cl-5,80,3091,5,0,75,0,0,0
gka_15-cl-6,80,3080,5,0,75,0,0,0
gka_15-cl-7,80,3081,0,0,72,0,8,18
gka_15-cl-8,80,3084,4,0,76,0,0,0
gka_15-cl-9,80,3068,0,0,31,0,49,1103
gka_15-er-0,80,3124,4,0,76,0,0,0
gka_15-er-1,80,3126,4,0,76,0,0,0
gka_15-er-10,80,3121,4,0,76,0,0,0
gka_15-er-11,80,3116,0,0,62,0,18,144
gka_15-er-12,80,3127,0,0,60,0,20,180
gka_15-er-13,80,3128,0,0,60,0,20,180
gka_15-er-14,80,3126,4,0,76,0,0,0
gka_15-er-2,80,3126,0,0,52,0,28,364
gka_15-er-3,80,3131,0,0,50,0,30,420
gka_15-er-4,80,3129,4,0,76,0,0,0
gka_15-er-5,80,3133,0,0,60,0,20,180
gka_15-er-6,80,3120,4,0,76,0,0,0
gka_15-er-7,80,3128,4,0,76,0,0,0
gka_15-er-8,80,3116,4,0,76,0,0,0
gka_15-er-9,80,3132,0,0,56,0,24,264
gka_15-to-0,80,3122,4,0,76,0,0,0
gka_15-to-1,80,3124,4,0,76,0,0,0
gka_15-to-10,80,3119,4,0,76,0,0,0
gka_15-to-11,80,3114,4,0,76,0,0,0
gka_15-to-12,80,3125,0,0,58,0,22,220
gka_15-to-13,80,3125,0,0,59,0,21,198
gka_15-to-14,80,3124,0,0,73,1,7,16
gka_15-to-2,80,3124,0,0,56,0,24,264
gka_15-to-3,80,3129,0,0,50,0,30,420
gka_15-to-4,80,3123,6,0,74,0,0,0
gka_15-to-5,80,3127,0,0,56,0,24,260
gka_15-to-6,80,3118,4,0,76,0,0,0
gka_15-to-7,80,3125,0,0,73,1,7,16
gka_15-to-8,80,3114,4,0,76,0,0,0
gka_15-to-9,80,3129,0,0,59,0,21,198
gka_16-ba-0,90,2025,0,0,6,0,84,1545
gka_16-ba-1,90,2025,0,0,4,0,86,1702
gka_16-ba-10,90,2025,0,0,7,0,83,1466
gka_16-ba-11,90,2025,0,0,5,0,85,1619
gka_16-ba-12,90,2025,0,0,6,0,84,1541
gka_16-ba-13,90,2025,0,0,5,0,85,1615
gka_16-ba-14,90,2025,0,0,4,0,86,1696
gka_16-ba-2,90,2025,0,0,5,0,85,1619
gka_16-ba-3,90,2025,0,0,2,0,88,1852
gka_16-ba-4,90,2025,0,0,4,0,86,1696
gka_16-ba-5,90,2025,0,0,3,0,87,1775
gka_16-ba-6,90,2025,0,0,3,0,87,1775
gka_16-ba-7,90,2025,0,0,1,0,89,1938
gka_16-ba-8,90,2025,0,0,7,0,83,1462
gka_16-ba-9,90,2025,0,0,4,0,86,1702
gka_16-cl-0,90,3925,5,0,85,0,0,0
gka_16-cl-1,90,3918,0,0,45,0,45,930
gka_16-cl-10,90,3905,0,0,35,0,55,1414
gka_16-cl-11,90,3909,0,0,48,0,42,798
gka_16-cl-12,90,3931,5,0,85,0,0,0
gka_16-cl-13,90,3926,0,0,83,1,7,16
gka_16-cl-14,90,3910,0,0,54,0,36,577
gka_16-cl-2,90,3923,0,0,83,1,7,16
gka_16-cl-3,90,3928,0,0,81,0,9,27
gka_16-cl-4,90,3922,5,0,85,0,0,0
gka_16-cl-5,90,3927,0,0,54,0,36,588
gka_16-cl-6,90,3927,6,0,84,0,0,0
gka_16-cl-7,90,3920,0,0,42,0,48,1070
gka_16-cl-8,90,3915,0,0,66,0,24,244
gka_16-cl-9,90,3909,0,0,47,0,43,842
gka_16-er-0,90,3962,0,0,65,0,25,286
gka_16-er-1,90,3963,0,0,79,0,11,46
gka_16-er-10,90,3960,4,0,86,0,0,0
gka_16-er-11,90,3955,4,0,86,0,0,0
gka_16-er-12,90,3965,4,0,86,0,0,0
gka_16-er-13,90,3963,4,0,86,0,0,0
gka_16-er-14,90,3962,0,0,64,0,26,312
gka_16-er-2,90,3963,4,0,86,0,0,0
gka_16-er-3,90,3971,0,0,60,0,30,420
gka_16-er-4,90,3961,4,0,86,0,0,0
gka_16-er-5,90,3968,0,0,57,0,33,510
gka_16-er-6,90,3955,4,0,86,0,0,0
gka_16-er-7,90,3965,4,0,86,0,0,0
gka_16-er-8,90,3962,4,0,86,0,0,0
gka_16-er-9,90,3970,0,0,58,0,32,480
gka_16-to-0,90,3960,0,0,83,1,7,16
gka_16-to-1,90,3961,0,0,79,0,11,46
gka_16-to-10,90,3958,4,0,86,0,0,0
gka_16-to-11,90,3953,0,0,52,0,38,684
gka_16-to-12,90,3963,4,0,86,0,0,0
gka_16-to-13,90,3961,0,0,83,1,7,16
gka_16-to-14,90,3959,0,0,61,0,29,390
gka_16-to-2,90,3961,4,0,86,0,0,0
gka_16-to-3,90,3969,0,0,58,0,32,480
gka_16-to-4,90,3955,0,0,82,2,8,20
gka_16-to-5,90,3962,0,0,54,0,36,603
gka_16-to-6,90,3953,4,0,86,0,0,0
gka_16-to-7,90,3963,0,0,83,1,7,16
gka_16-to-8,90,3960,4,0,86,0,0,0
gka_16-to-9,90,3967,0,0,83,1,7,16
gka_17-ba-0,100,2500,0,0,3,0,97,2223
gka_17-ba-1,100,2500,0,0,5,0,95,2049
gka_17-ba-10,100,2500,0,0,3,0,97,2219
gka_17-ba-11,100,2500,0,0,2,0,98,2313
gka_17-ba-12,100,2500,0,0,2,0,98,2313
gka_17-ba-13,100,2500,0,0,4,0,96,2123
gka_17-ba-14,100,2500,0,0,3,0,97,2221
gka_17-ba-2,100,2500,0,0,5,0,95,2048
gka_17-ba-3,100,2500,0,0,6,0,94,1952
gka_17-ba-4,100,2500,0,0,4,0,96,2141
gka_17-ba-5,100,2500,0,0,4,0,96,2128
gka_17-ba-6,100,2500,0,0,3,0,97,2218
gka_17-ba-7,100,2500,0,0,5,0,95,2042
gka_17-ba-8,100,2500,0,0,6,0,94,1961
gka_17-ba-9,100,2500,0,0,5,0,95,2031
gka_17-cl-0,100,4861,5,0,95,0,0,0
gka_17-cl-1,100,4854,0,0,74,0,26,286
gka_17-cl-10,100,4860,0,0,71,0,29,371
gka_17-cl-11,100,4844,0,0,77,0,23,220
gka_17-cl-12,100,4844,0,0,88,0,12,51
gka_17-cl-13,100,4843,4,0,96,0,0,0
gka_17-cl-14,100,4842,0,0,57,0,43,836
gka_17-cl-2,100,4851,0,0,47,0,53,1307
gka_17-cl-3,100,4855,0,0,54,0,46,974
gka_17-cl-4,100,4846,4,0,96,0,0,0
gka_17-cl-5,100,4869,0,0,92,0,8,18
gka_17-cl-6,100,4855,0,0,64,0,36,581
gka_17-cl-7,100,4847,0,0,72,0,28,339
gka_17-cl-8,100,4852,0,0,41,0,59,1638
gka_17-cl-9,100,4850,0,0,45,0,55,1413
gka_17-er-0,100,4904,4,0,96,0,0,0
gka_17-er-1,100,4900,4,0,96,0,0,0
gka_17-er-10,100,4899,4,0,96,0,0,0
gka_17-er-11,100,4902,0,0,73,0,27,335
gka_17-er-12,100,4905,4,0,96,0,0,0
gka_17-er-13,100,4908,0,0,87,0,13,67
gka_17-er-14,100,4901,4,0,96,0,0,0
gka_17-er-2,100,4902,0,0,93,1,7,16
gka_17-er-3,100,4907,4,0,96,0,0,0
gka_17-er-4,100,4907,5,0,95,0,0,0
gka_17-er-5,100,4904,4,0,96,0,0,0
gka_17-er-6,100,4889,0,0,89,0,11,46
gka_17-er-7,100,4906,4,0,96,0,0,0
gka_17-er-8,100,4903,4,0,96,0,0,0
gka_17-er-9,100,4910,0,0,58,0,42,840
gka_17-to-0,100,4902,4,0,96,0,0,0
gka_17-to-1,100,4898,4,0,96,0,0,0
gka_17-to-10,100,4897,4,0,96,0,0,0
gka_17-to-11,100,4900,0,0,71,0,29,389
gka_17-to-12,100,4903,4,0,96,0,0,0
gka_17-to-13,100,4905,0,0,86,0,14,78
gka_17-to-14,100,4898,0,0,93,1,7,16
gka_17-to-2,100,4900,0,0,93,1,7,16
gka_17-to-3,100,4905,4,0,96,0,0,0
gka_17-to-4,100,4901,0,0,89,0,11,44
gka_17-to-5,100,4898,0,0,92,2,8,20
gka_17-to-6,100,4887,0,0,89,0,11,46
gka_17-to-7,100,4903,0,0,93,1,7,16
gka_17-to-8,100,4901,4,0,96,0,0,0
gka_17-to-9,100,4907,0,0,57,0,43,880
gka_18-ba-0,125,3906,0,0,2,0,123,3676
gka_18-ba-1,125,3906,0,0,5,0,120,3334
gka_18-ba-10,125,3906,0,0,5,0,120,3329
gka_18-ba-11,125,3906,0,0,7,0,118,3101
gka_18-ba-12,125,3906,0,0,2,0,123,3671
gka_18-ba-13,125,3906,0,0,3,0,122,3552
gka_18-ba-14,125,3906,0,0,2,0,123,3673
gka_18-ba-2,125,3906,0,0,3,0,122,3560
gka_18-ba-3,125,3906,0,0,3,0,122,3553
gka_18-ba-4,125,3906,0,0,4,0,121,3434
gka_18-ba-5,125,3906,0,0,4,0,121,3436
gka_18-ba-6,125,3906,0,0,5,0,120,3337
gka_18-ba-7,125,3906,0,0,4,0,121,3439
gka_18-ba-8,125,3906,0,0,3,0,122,3553
gka_18-ba-9,125,3906,0,0,4,0,121,3435
gka_18-cl-0,125,7577,0,0,46,0,79,2944
gka_18-cl-1,125,7594,0,0,43,0,82,3192
gka_18-cl-10,125,7609,5,0,120,0,0,0
gka_18-cl-11,125,7590,0,0,50,0,75,2654
gka_18-cl-12,125,7617,0,0,67,0,58,1572
gka_18-cl-13,125,7605,0,0,51,0,74,2593
gka_18-cl-14,125,7613,0,0,64,0,61,1741
gka_18-cl-2,125,7587,0,0,47,0,78,2873
gka_18-cl-3,125,7586,0,0,48,0,77,2794
gka_18-cl-4,125,7606,0,0,84,0,41,754
gka_18-cl-5,125,7600,0,0,68,0,57,1504
gka_18-cl-6,125,7590,0,0,79,0,46,964
gka_18-cl-7,125,7606,0,0,102,0,23,226
gka_18-cl-8,125,7610,5,0,120,0,0,0
gka_18-cl-9,125,7595,0,0,53,0,72,2446
gka_18-er-0,125,7670,4,0,121,0,0,0
gka_18-er-1,125,7658,4,0,121,0,0,0
gka_18-er-10,125,7673,5,0,120,0,0,0
gka_18-er-11,125,7654,4,0,121,0,0,0
gka_18-er-12,125,7655,0,0,118,1,7,16
gka_18-er-13,125,7671,4,0,121,0,0,0
gka_18-er-14,125,7655,0,0,104,0,21,189
gka_18-er-2,125,7663,4,0,121,0,0,0
gka_18-er-3,125,7664,0,0,108,0,17,120
gka_18-er-4,125,7664,4,0,121,0,0,0
gka_18-er-5,125,7667,0,0,118,1,7,16
gka_18-er-6,125,7667,4,0,121,0,0,0
gka_18-er-7,125,7669,0,0,117,0,8,21
gka_18-er-8,125,7663,4,0,121,0,0,0
gka_18-er-9,125,7679,4,0,121,0,0,0
gka_18-to-0,125,7666,0,0,118,1,7,16
gka_18-to-1,125,7654,5,0,120,0,0,0
gka_18-to-10,125,7669,0,0,115,0,10,37
gka_18-to-11,125,7650,5,0,120,0,0,0
gka_18-to-12,125,7651,0,0,99,0,26,295
gka_18-to-13,125,7667,0,0,118,1,7,16
gka_18-to-14,125,7651,0,0,101,0,24,252
gka_18-to-2,125,7659,5,0,120,0,0,0
gka_18-to-3,125,7660,0,0,103,0,22,209
gka_18-to-4,125,7654,7,0,118,0,0,0
gka_18-to-5,125,7657,0,0,112,0,13,59
gka_18-to-6,125,7663,5,0,120,0,0,0
gka_18-to-7,125,7665,0,0,114,0,11,45
gka_18-to-8,125,7659,0,0,118,1,7,16
gka_18-to-9,125,7673,0,0,117,2,8,20
gka_19-ba-0,40,384,0,0,3,0,37,288
gka_19-ba-1,40,384,0,0,2,0,38,314
gka_19-ba-10,40,384,0,0,2,0,38,310
gka_19-ba-11,40,384,0,0,2,0,38,310
gka_19-ba-12,40,384,0,0,2,0,38,316
gka_19-ba-13,40,384,0,0,4,0,36,256
gka_19-ba-14,40,384,0,0,4,0,36,259
gka_19-ba-2,40,384,0,0,4,0,36,260
gka_19-ba-3,40,384,0,0,2,0,38,312
gka_19-ba-4,40,384,0,0,4,0,36,252
gka_19-ba-5,40,384,0,0,2,0,38,317
gka_19-ba-6,40,384,0,0,3,0,37,282
gka_19-ba-7,40,384,0,0,4,0,36,254
gka_19-ba-8,40,384,0,0,4,0,36,260
gka_19-ba-9,40,384,1,0,5,0,34,218
gka_19-cl-0,40,591,0,0,2,0,38,521
gka_19-cl-1,40,624,0,0,1,0,39,588
gka_19-cl-10,40,620,0,0,3,0,37,514
gka_19-cl-11,40,616,0,0,7,0,33,386
gka_19-cl-12,40,609,0,0,8,0,32,352
gka_19-cl-13,40,612,0,0,2,0,38,538
gka_19-cl-14,40,601,0,0,1,0,39,563
gka_19-cl-2,40,610,0,0,4,0,36,468
gka_19-cl-3,40,614,0,0,3,0,37,506
gka_19-cl-4,40,594,0,0,1,0,39,557
gka_19-cl-5,40,603,0,0,2,0,38,529
gka_19-cl-6,40,588,0,0,2,0,38,518
gka_19-cl-7,40,606,0,0,1,0,39,568
gka_19-cl-8,40,616,0,0,2,0,38,545
gka_19-cl-9,40,594,0,0,0,0,40,594
gka_19-er-0,40,626,0,0,1,0,39,589
gka_19-er-1,40,618,0,0,0,0,40,618
gka_19-er-10,40,631,0,0,1,0,39,595
gka_19-er-11,40,619,0,0,0,0,40,619
gka_19-er-12,40,620,0,0,2,0,38,551
gka_19-er-13,40,632,0,0,2,0,38,559
gka_19-er-14,40,616,0,0,2,0,38,546
gka_19-er-2,40,626,0,0,1,0,39,590
gka_19-er-3,40,632,0,0,1,0,39,595
gka_19-er-4,40,603,0,0,1,0,39,566
gka_19-er-5,40,635,0,0,3,0,37,528
gka_19-er-6,40,629,0,0,0,0,40,629
gka_19-er-7,40,620,0,0,0,0,40,620
gka_19-er-8,40,620,0,0,0,0,40,620
gka_19-er-9,40,634,0,0,0,0,40,634
gka_19-to-0,40,616,0,0,1,0,39,579
gka_19-to-1,40,608,0,0,0,0,40,608
gka_19-to-10,40,621,0,0,1,0,39,585
gka_19-to-11,40,607,0,0,0,0,40,607
gka_19-to-12,40,609,0,0,2,0,38,540
gka_19-to-13,40,622,0,0,2,0,38,549
gka_19-to-14,40,608,0,0,2,0,38,538
gka_19-to-2,40,616,0,0,1,0,39,580
gka_19-to-3,40,625,0,0,1,0,39,588
gka_19-to-4,40,590,0,0,0,0,40,590
gka_19-to-5,40,623,0,0,3,0,37,516
gka_19-to-6,40,618,0,0,0,0,40,618
gka_19-to-7,40,610,0,0,0,0,40,610
gka_19-to-8,40,611,0,0,0,0,40,611
gka_19-to-9,40,624,0,0,0,0,40,624
gka_2-ba-0,60,171,0,0,0,1,60,171
gka_2-ba-1,60,171,0,0,1,3,59,153
gka_2-ba-10,60,171,21,0,6,4,33,60
gka_2-ba-11,60,171,5,0,3,9,52,114
gka_2-ba-12,60,171,0,0,0,0,60,171
gka_2-ba-13,60,171,0,0,0,0,60,171
gka_2-ba-14,60,171,20,0,7,10,33,53
gka_2-ba-2,60,171,4,0,2,7,54,132
gka_2-ba-3,60,171,3,0,2,9,55,129
gka_2-ba-4,60,171,0,0,0,0,60,171
gka_2-ba-5,60,171,9,0,3,8,48,100
gka_2-ba-6,60,171,7,0,5,11,48,98
gka_2-ba-7,60,171,0,0,0,0,60,171
gka_2-ba-8,60,171,6,0,3,11,51,104
gka_2-ba-9,60,171,0,0,0,0,60,171
gka_2-cl-0,60,169,5,0,0,6,55,163
gka_2-cl-1,60,148,6,0,0,3,54,144
gka_2-cl-10,60,151,6,0,0,7,54,147
gka_2-cl-11,60,162,3,0,0,7,57,159
gka_2-cl-12,60,157,5,0,0,6,55,152
gka_2-cl-13,60,167,6,0,0,3,54,161
gka_2-cl-14,60,149,3,0,0,5,57,146
gka_2-cl-2,60,152,4,0,0,4,56,150
gka_2-cl-3,60,169,3,0,2,2,55,153
gka_2-cl-4,60,169,4,0,1,4,55,161
gka_2-cl-5,60,183,5,0,1,3,54,173
gka_2-cl-6,60,168,4,0,0,5,56,164
gka_2-cl-7,60,152,6,0,0,2,54,147
gka_2-cl-8,60,176,4,0,1,7,55,165
gka_2-cl-9,60,144,11,0,1,1,48,123
gka_2-er-0,60,183,1,0,1,1,58,173
gka_2-er-1,60,164,1,0,0,2,59,164
gka_2-er-10,60,165,2,0,0,1,58,163
gka_2-er-11,60,159,0,0,0,3,60,159
gka_2-er-12,60,145,3,0,0,3,57,143
gka_2-er-13,60,145,3,0,0,4,57,142
gka_2-er-14,60,153,5,0,2,4,53,129
gka_2-er-2,60,149,3,0,0,3,57,146
gka_2-er-3,60,159,1,0,1,3,58,150
gka_2-er-4,60,149,0,0,0,4,60,149
gka_2-er-5,60,184,0,0,0,4,60,184
gka_2-er-6,60,179,1,0,0,2,59,179
gka_2-er-7,60,179,1,0,1,1,58,171
gka_2-er-8,60,152,3,0,2,5,55,137
gka_2-er-9,60,186,0,0,0,0,60,186
gka_2-to-0,60,139,7,0,3,6,50,112
gka_2-to-1,60,124,9,0,1,6,50,109
gka_2-to-10,60,132,6,0,0,10,54,126
gka_2-to-11,60,126,5,0,0,5,55,124
gka_2-to-12,60,115,6,0,1,8,53,106
gka_2-to-13,60,114,8,0,0,3,52,107
gka_2-to-14,60,119,7,0,0,9,53,113
gka_2-to-2,60,103,17,0,2,7,41,78
gka_2-to-3,60,114,12,0,1,9,47,91
gka_2-to-4,60,117,7,0,1,10,52,103
gka_2-to-5,60,138,4,0,0,5,56,136
gka_2-to-6,60,130,8,0,2,11,50,109
gka_2-to-7,60,131,7,0,1,14,52,117
gka_2-to-8,60,107,11,0,2,10,47,85
gka_2-to-9,60,134,5,0,0,3,55,132
gka_20-ba-0,50,544,0,0,0,0,50,544
gka_20-ba-1,50,544,0,0,2,0,48,457
gka_20-ba-10,50,544,0,0,2,0,48,458
gka_20-ba-11,50,544,0,0,2,0,48,457
gka_20-ba-12,50,544,0,0,0,0,50,544
gka_20-ba-13,50,544,0,0,2,0,48,461
gka_20-ba-14,50,544,0,0,2,0,48,463
gka_20-ba-2,50,544,0,0,2,0,48,461
gka_20-ba-3,50,544,0,0,2,0,48,460
gka_20-ba-4,50,544,0,0,1,0,49,502
gka_20-ba-5,50,544,0,0,0,0,50,544
gka_20-ba-6,50,544,0,0,3,0,47,421
gka_20-ba-7,50,544,0,0,1,0,49,503
gka_20-ba-8,50,544,0,0,2,0,48,464
gka_20-ba-9,50,544,0,0,3,0,47,422
gka_20-cl-0,50,739,0,0,0,0,50,739
gka_20-cl-1,50,764,0,0,0,0,50,764
gka_20-cl-10,50,725,0,0,0,0,50,725
gka_20-cl-11,50,742,0,0,0,0,50,742
gka_20-cl-12,50,761,0,0,0,0,50,761
gka_20-cl-13,50,756,0,0,0,0,50,756
gka_20-cl-14,50,721,0,0,0,0,50,721
gka_20-cl-2,50,763,0,0,0,0,50,763
gka_20-cl-3,50,738,0,0,0,0,50,738
gka_20-cl-4,50,750,0,0,0,0,50,750
gka_20-cl-5,50,727,0,0,0,0,50,727
